marker_id,marker_type,distance,horizontal,vertical,eye,sample_index,dx,dy
1,REF,40.0,0.0,0.0,L,0,-48.52824967407348,37.71682222281496
1,REF,40.0,0.0,0.0,R,0,48.11820148675537,50.20893944438712
1,REF,40.0,0.0,0.0,L,1,-42.48633528385188,38.104383559158286
1,REF,40.0,0.0,0.0,R,1,52.725713403914135,51.045442414217895
1,REF,40.0,0.0,0.0,L,2,-41.72372749425247,38.66011086199629
1,REF,40.0,0.0,0.0,R,2,53.658843538362724,51.39304947336026
1,REF,40.0,0.0,0.0,L,3,-40.41082693631452,39.2905113290716
1,REF,40.0,0.0,0.0,R,3,54.994799135410794,51.21036942560374
1,REF,40.0,0.0,0.0,L,4,-39.178703408560686,38.84337836040818
1,REF,40.0,0.0,0.0,R,4,55.58393565478403,51.82511023795382
1,REF,40.0,0.0,0.0,L,5,-38.9272448197731,37.36536197954658
1,REF,40.0,0.0,0.0,R,5,55.923930884837866,52.2510626059471
1,REF,40.0,0.0,0.0,L,6,-37.89157907706978,37.28226924938153
1,REF,40.0,0.0,0.0,R,6,55.42838533562892,52.03154422779704
1,REF,40.0,0.0,0.0,L,7,-38.259160292154,36.62160504279472
1,REF,40.0,0.0,0.0,R,7,55.62557697816523,52.22212799307139
1,REF,40.0,0.0,0.0,L,8,-38.22374134260379,37.24664699440002
1,REF,40.0,0.0,0.0,R,8,55.59375754808137,52.409440973934245
1,REF,40.0,0.0,0.0,L,9,-37.64027158165706,37.856759113235206
1,REF,40.0,0.0,0.0,R,9,54.87068412077865,52.74756142135057
1,REF,40.0,0.0,0.0,L,10,-38.28569710320953,38.070781481258415
1,REF,40.0,0.0,0.0,R,10,54.74226496360071,53.79345948435599
1,REF,40.0,0.0,0.0,L,11,-38.244962234298015,38.04733708897867
1,REF,40.0,0.0,0.0,R,11,54.85343263759109,52.76387096830842
1,REF,40.0,0.0,0.0,L,12,-38.407439552526995,37.29875406936996
1,REF,40.0,0.0,0.0,R,12,53.9589195169502,53.186074237392745
