marker_id,marker_type,distance,horizontal,vertical,eye,sample_index,dx,dy
1,REF,40.0,0.0,0.0,L,0,-50.75149091170661,39.23186961534903
1,REF,40.0,0.0,0.0,R,0,53.89241939714375,26.333224621193935
1,REF,40.0,0.0,0.0,L,1,-50.641697551471026,38.91829578738247
1,REF,40.0,0.0,0.0,R,1,53.39496084800069,26.533700686588826
1,REF,40.0,0.0,0.0,L,2,-51.303010520608545,38.552227933345236
1,REF,40.0,0.0,0.0,R,2,53.625489044903276,26.717548391139225
1,REF,40.0,0.0,0.0,L,3,-51.07465270508261,38.32738845216596
1,REF,40.0,0.0,0.0,R,3,53.476176919824624,26.722058982643382
1,REF,40.0,0.0,0.0,L,4,-50.228542630313406,39.983386839975914
1,REF,40.0,0.0,0.0,R,4,52.74568239101845,27.148306024051
1,REF,40.0,0.0,0.0,L,5,-49.837796021047566,40.93455150805465
1,REF,40.0,0.0,0.0,R,5,53.230402552482765,26.094184155766296
1,REF,40.0,0.0,0.0,L,6,-50.223262311132615,40.79211989558638
1,REF,40.0,0.0,0.0,R,6,53.613403974635425,26.600467772828836
1,REF,40.0,0.0,0.0,L,7,-50.59431389664905,40.72491033064874
1,REF,40.0,0.0,0.0,R,7,53.602794945332136,26.444205759620957
1,REF,40.0,0.0,0.0,L,8,-52.06006671881046,39.84304328676257
1,REF,40.0,0.0,0.0,R,8,53.49343902877345,26.40750660392147
1,REF,40.0,0.0,0.0,L,9,-50.16403338765716,38.91594914253823
1,REF,40.0,0.0,0.0,R,9,54.15539984331143,26.723602856150578
1,REF,40.0,0.0,0.0,L,10,-48.87936378615314,38.77936938475209
1,REF,40.0,0.0,0.0,R,10,53.95139674217103,26.15914290451883
1,REF,40.0,0.0,0.0,L,11,-49.69724150046851,38.528073550910136
1,REF,40.0,0.0,0.0,R,11,54.03194875284549,26.515560932326846
1,REF,40.0,0.0,0.0,L,12,-48.062755207912254,38.764936142989775
1,REF,40.0,0.0,0.0,R,12,53.99686930963882,26.140639003317105
1,REF,40.0,0.0,0.0,L,13,-48.23355029387681,38.14056533130927
1,REF,40.0,0.0,0.0,R,13,52.96064809343928,27.08402750672221
1,REF,40.0,0.0,0.0,L,14,-48.963053027576244,38.48036924095222
