marker_id,marker_type,distance,horizontal,vertical,eye,sample_index,dx,dy
1,REF,40.0,0.0,0.0,L,0,-39.579721112143275,25.262253936762313
1,REF,40.0,0.0,0.0,R,0,59.687099533438236,42.55145445735701
1,REF,40.0,0.0,0.0,L,1,-32.4270291314173,29.514746614148535
1,REF,40.0,0.0,0.0,R,1,60.81392835171865,65.44940446131395
1,REF,40.0,0.0,0.0,L,2,-30.231036491004698,31.32725182772645
1,REF,40.0,0.0,0.0,R,2,66.75921325265193,53.127132266217245
1,REF,40.0,0.0,0.0,L,3,-30.051730866809926,30.724067285936083
1,REF,40.0,0.0,0.0,R,3,67.88700083568796,50.665524726333274
1,REF,40.0,0.0,0.0,L,4,-29.52190384460927,30.727662848117586
1,REF,40.0,0.0,0.0,R,4,68.77302043482281,50.43185358234366
1,REF,40.0,0.0,0.0,L,5,-29.851539159780923,31.11281077388642
1,REF,40.0,0.0,0.0,R,5,68.89212332381214,52.25710858456938
1,REF,40.0,0.0,0.0,L,6,-30.752506300063395,31.798279848623682
1,REF,40.0,0.0,0.0,R,6,69.548280697494,52.97257906313713
1,REF,40.0,0.0,0.0,L,7,-30.56097486832826,31.637919808681907
1,REF,40.0,0.0,0.0,R,7,69.46059888305622,52.42741942860134
1,REF,40.0,0.0,0.0,L,8,-30.028637345180144,31.685969120873622
1,REF,40.0,0.0,0.0,R,8,68.01531501095877,52.54036694161301
1,REF,40.0,0.0,0.0,L,9,-29.79361122609411,31.848682528666828
1,REF,40.0,0.0,0.0,R,9,67.11968555577927,52.86734148370197
1,REF,40.0,0.0,0.0,L,10,-30.011258040099534,32.15394928478345
1,REF,40.0,0.0,0.0,R,10,67.54977034699115,52.49854156658995
1,REF,40.0,0.0,0.0,L,11,-30.041022884913062,32.349131674727
1,REF,40.0,0.0,0.0,R,11,68.02420118938093,52.543854996372254
1,REF,40.0,0.0,0.0,L,12,-29.896952838912842,32.539114675966715
1,REF,40.0,0.0,0.0,R,12,68.00714868967768,52.99551293621013
1,REF,40.0,0.0,0.0,L,13,-29.781857227338172,32.64394871495348
1,REF,40.0,0.0,0.0,R,13,68.75730957815749,52.65917731663584
1,REF,40.0,0.0,0.0,L,14,-29.84730095758642,32.16746166747712
1,REF,40.0,0.0,0.0,R,14,68.73583324494322,52.6884852575744
1,REF,40.0,0.0,0.0,L,15,-29.68450640727465,31.862986273683482
1,REF,40.0,0.0,0.0,R,15,68.18801854501993,52.26958159796839
1,REF,40.0,0.0,0.0,L,16,-29.011081028456584,31.986015876111253
1,REF,40.0,0.0,0.0,R,16,68.57411351549571,52.30161366061887
1,REF,40.0,0.0,0.0,L,17,-29.48014141731373,32.62813965901474
1,REF,40.0,0.0,0.0,R,17,69.28478827052416,52.58318601375173
1,REF,40.0,0.0,0.0,L,18,-29.544701768613876,32.33873444905902
1,REF,40.0,0.0,0.0,R,18,68.64024646647346,52.783095175699444
1,REF,40.0,0.0,0.0,L,19,-29.797238456950637,32.01331659771171
1,REF,40.0,0.0,0.0,R,19,68.79969313591143,52.53876182151704
1,REF,40.0,0.0,0.0,L,20,-30.471119727942856,32.14384642264521
1,REF,40.0,0.0,0.0,R,20,68.07254941303295,52.877852218888535
1,REF,40.0,0.0,0.0,L,21,-30.169733870743645,32.22326646866853
1,REF,40.0,0.0,0.0,R,21,68.36838172202702,52.67967385104569
1,REF,40.0,0.0,0.0,L,22,-29.218062677490355,32.16319087853618
1,REF,40.0,0.0,0.0,R,22,68.89981846188668,52.5974812367555
1,REF,40.0,0.0,0.0,L,23,-29.697427034462795,32.12560707452208
1,REF,40.0,0.0,0.0,R,23,69.15571215899307,52.071252787381205
1,REF,40.0,0.0,0.0,L,24,-30.33208881007148,31.747130075323447
1,REF,40.0,0.0,0.0,R,24,68.70103902556866,52.101384130176406
1,REF,40.0,0.0,0.0,L,25,-30.346386135573518,31.620649899897636
1,REF,40.0,0.0,0.0,R,25,68.07677215447465,52.367087567301525
1,REF,40.0,0.0,0.0,L,26,-30.52308325418894,31.384298344175285
1,REF,40.0,0.0,0.0,R,26,68.10981006856369,51.976177513708905
1,REF,40.0,0.0,0.0,L,27,-30.572297819644138,31.505170292841154
1,REF,40.0,0.0,0.0,R,27,68.6626573312189,51.538227787636494
2,DIST,8.0,0.0,0.0,L,0,-31.482845202685,30.89656072416717
2,DIST,8.0,0.0,0.0,R,0,68.0430407958814,47.83239778818541
2,DIST,8.0,0.0,0.0,L,1,-31.6388432571589,30.814480048932605
2,DIST,8.0,0.0,0.0,R,1,64.19436283434953,65.90445592647936
2,DIST,8.0,0.0,0.0,L,2,-32.17685890930298,30.162779357811083
2,DIST,8.0,0.0,0.0,R,2,68.95116536197457,51.175315669941156
2,DIST,8.0,0.0,0.0,L,3,-32.04344807397472,30.097400043688722
2,DIST,8.0,0.0,0.0,R,3,69.50162739464669,48.33224519122111
2,DIST,8.0,0.0,0.0,L,4,-31.742094408648917,30.05895644291757
2,DIST,8.0,0.0,0.0,R,4,69.16190233122056,47.95562824251297
2,DIST,8.0,0.0,0.0,L,5,-32.06087987431407,30.48958393898541
2,DIST,8.0,0.0,0.0,R,5,68.3586861882804,48.268698697297786
2,DIST,8.0,0.0,0.0,L,6,-32.17590199701701,30.480027147961955
2,DIST,8.0,0.0,0.0,R,6,68.45254543038654,48.7411768003917
2,DIST,8.0,0.0,0.0,L,7,-32.33755844857682,29.439011384497746
2,DIST,8.0,0.0,0.0,R,7,68.49647010234946,47.77156482890477
2,DIST,8.0,0.0,0.0,L,8,-32.462673843000815,29.268253718323663
2,DIST,8.0,0.0,0.0,R,8,68.803658312114,47.839078947480274
2,DIST,8.0,0.0,0.0,L,9,-32.532835357700826,28.69270091798176
2,DIST,8.0,0.0,0.0,R,9,69.12321850666602,47.33608787654063
2,DIST,8.0,0.0,0.0,L,10,-31.65884814416913,28.7561114510455
2,DIST,8.0,0.0,0.0,R,10,70.71625897208597,47.44034544750802
2,DIST,8.0,0.0,0.0,L,11,-32.14025375423486,28.914529147677897
2,DIST,8.0,0.0,0.0,R,11,69.63569549528528,47.44046648713179
2,DIST,8.0,0.0,0.0,L,12,-31.965323164258955,28.93437522345474
2,DIST,8.0,0.0,0.0,R,12,69.30780659752062,46.89894473450619
2,DIST,8.0,0.0,0.0,L,13,-31.878836893958578,29.34520264867161
2,DIST,8.0,0.0,0.0,R,13,67.98807502822335,46.94009240635106
2,DIST,8.0,0.0,0.0,L,14,-32.396055561653654,29.08397524107177
2,DIST,8.0,0.0,0.0,R,14,68.46943898152134,46.56810656743035
2,DIST,8.0,0.0,0.0,L,15,-32.5304596319365,28.96855531326977
2,DIST,8.0,0.0,0.0,R,15,67.88187349309365,46.89968117925311
2,DIST,8.0,0.0,0.0,L,16,-32.71326202631661,29.686668665655198
2,DIST,8.0,0.0,0.0,R,16,68.31179745037464,46.32473315457551
2,DIST,8.0,0.0,0.0,L,17,-32.469668582182145,28.908048255261033
2,DIST,8.0,0.0,0.0,R,17,69.26942862279608,46.695214311381164
2,DIST,8.0,0.0,0.0,L,18,-32.823910214136156,29.04126314823033
2,DIST,8.0,0.0,0.0,R,18,69.8186393812326,46.437738384921545
2,DIST,8.0,0.0,0.0,L,19,-32.91210216143729,28.75965260451037
2,DIST,8.0,0.0,0.0,R,19,68.87182089957825,47.050833099146644
2,DIST,8.0,0.0,0.0,L,20,-32.52502430408779,28.587516085137985
2,DIST,8.0,0.0,0.0,R,20,68.71156872707314,47.6025991087248
2,DIST,8.0,0.0,0.0,L,21,-32.299957231028436,29.059910599629102
2,DIST,8.0,0.0,0.0,R,21,69.05479216742522,46.739206898334004
2,DIST,8.0,0.0,0.0,L,22,-31.84129955813824,28.775052599474336
2,DIST,8.0,0.0,0.0,R,22,69.51886412705394,47.027668679784064
2,DIST,8.0,0.0,0.0,L,23,-32.589793132168566,29.17530066047858
2,DIST,8.0,0.0,0.0,R,23,68.79512801246004,47.13558647032301
2,DIST,8.0,0.0,0.0,L,24,-33.21990571866691,28.68245178007392
2,DIST,8.0,0.0,0.0,R,24,67.64524761290609,47.71995970681714
2,DIST,8.0,0.0,0.0,L,25,-33.004764240881684,28.890300926110914
2,DIST,8.0,0.0,0.0,R,25,67.64566833325374,47.57266494099133
