marker_id,marker_type,distance,horizontal,vertical,eye,sample_index,dx,dy
1,REF,40.0,0.0,0.0,L,0,-38.83952174004009,33.645471813202015
1,REF,40.0,0.0,0.0,R,0,60.56165437687608,23.381236555733572
1,REF,40.0,0.0,0.0,L,1,-39.46637317298033,34.25211990466501
1,REF,40.0,0.0,0.0,R,1,61.73664723812745,23.150882786979597
1,REF,40.0,0.0,0.0,L,2,-38.9036131462648,33.97357137351984
1,REF,40.0,0.0,0.0,R,2,60.529720392464,24.2637599723541
1,REF,40.0,0.0,0.0,L,3,-38.34375536237731,38.23254892437629
1,REF,40.0,0.0,0.0,R,3,57.182765700921706,29.38651945098035
1,REF,40.0,0.0,0.0,L,4,-38.43710097032121,40.3924592889224
1,REF,40.0,0.0,0.0,R,4,57.01273985198978,29.8628660539679
1,REF,40.0,0.0,0.0,L,5,-38.66179449885273,41.38028245039247
1,REF,40.0,0.0,0.0,R,5,55.92511805897282,31.02134175727199
1,REF,40.0,0.0,0.0,L,6,-38.779365495206235,42.91991887389936
1,REF,40.0,0.0,0.0,R,6,55.7803757471563,32.30769272834136
1,REF,40.0,0.0,0.0,L,7,-38.66375523655161,42.9185209622712
1,REF,40.0,0.0,0.0,R,7,55.81521458832363,33.0941596230086
1,REF,40.0,0.0,0.0,L,8,-50.785274096043565,32.227263484858454
1,REF,40.0,0.0,0.0,R,8,55.48183062214238,33.578111188702515
1,REF,40.0,0.0,0.0,L,9,-51.87724905181479,31.430972918135243
1,REF,40.0,0.0,0.0,R,9,54.8679226381779,33.21752487397886
1,REF,40.0,0.0,0.0,L,10,-53.20933175101347,31.693040456811538
1,REF,40.0,0.0,0.0,R,10,55.81912595866363,32.8632862526804
1,REF,40.0,0.0,0.0,L,11,-54.13283670134297,31.379381705542684
1,REF,40.0,0.0,0.0,R,11,55.140515468709296,33.81802435490043
1,REF,40.0,0.0,0.0,L,12,-53.14431903654404,30.80238210441249
1,REF,40.0,0.0,0.0,R,12,55.31808826975989,33.74992862856479
1,REF,40.0,0.0,0.0,L,13,-52.460214689396636,31.66758927901038
1,REF,40.0,0.0,0.0,R,13,54.92867363723538,33.91362884477525
1,REF,40.0,0.0,0.0,L,14,-53.03325141394292,30.529654387874714
1,REF,40.0,0.0,0.0,R,14,54.817550271128376,33.80804308212883
1,REF,40.0,0.0,0.0,L,15,-52.46418885931679,31.256695481478474
1,REF,40.0,0.0,0.0,R,15,54.42881728236954,34.26806129371409
1,REF,40.0,0.0,0.0,L,16,-53.09436330461984,30.973049161823
1,REF,40.0,0.0,0.0,R,16,55.05770120108339,33.78338578566989
1,REF,40.0,0.0,0.0,L,17,-54.34372501895521,30.467184298250995
1,REF,40.0,0.0,0.0,R,17,55.145030154606474,34.19327963586906
1,REF,40.0,0.0,0.0,L,18,-54.285518698516725,30.040884338903123
1,REF,40.0,0.0,0.0,R,18,54.42344096248735,34.008687769489704
1,REF,40.0,0.0,0.0,L,19,-53.016386283865785,31.18600388559779
1,REF,40.0,0.0,0.0,R,19,54.69707198625875,33.82613904513809
1,REF,40.0,0.0,0.0,L,20,-52.761086944269024,30.96126160140146
1,REF,40.0,0.0,0.0,R,20,54.719180085514544,33.65848967606427
1,REF,40.0,0.0,0.0,L,21,-52.320006154694795,31.50681079078683
1,REF,40.0,0.0,0.0,R,21,55.55551285276373,33.65986851744712
1,REF,40.0,0.0,0.0,L,22,-49.224725870031705,45.691709936673824
1,REF,40.0,0.0,0.0,R,22,66.01968204022619,22.155028577241236
1,REF,40.0,0.0,0.0,L,23,-48.33918683052076,49.11279574674815
1,REF,40.0,0.0,0.0,R,23,68.34703658131731,19.394094743387345
1,REF,40.0,0.0,0.0,L,24,-48.32484514336435,48.603120066429014
1,REF,40.0,0.0,0.0,R,24,68.69676160364133,18.85931235609324
2,DIST,8.0,0.0,0.0,L,0,-54.814767277143005,29.67912165131858
2,DIST,8.0,0.0,0.0,R,0,70.20348681166679,18.814920970617074
2,DIST,8.0,0.0,0.0,L,1,-54.066246813363044,30.777110577898448
2,DIST,8.0,0.0,0.0,R,1,69.74419165275225,19.043811211504153
2,DIST,8.0,0.0,0.0,L,2,-53.832950864780614,29.99967164890544
2,DIST,8.0,0.0,0.0,R,2,69.5017429923736,19.21130390614849
2,DIST,8.0,0.0,0.0,L,3,-52.49595425393952,29.923195038429967
2,DIST,8.0,0.0,0.0,R,3,69.70030939679816,17.817187546999776
2,DIST,8.0,0.0,0.0,L,4,-52.95954060469871,30.06115788938266
2,DIST,8.0,0.0,0.0,R,4,68.87132827365619,18.47750352628491
2,DIST,8.0,0.0,0.0,L,5,-53.2644869696448,29.877621788250707
2,DIST,8.0,0.0,0.0,R,5,69.53679237421065,17.72117006510551
2,DIST,8.0,0.0,0.0,L,6,-50.323288703873814,44.87169228038237
2,DIST,8.0,0.0,0.0,R,6,70.01497394669724,17.939603949184466
2,DIST,8.0,0.0,0.0,L,7,-49.642709045244786,46.795412833570595
2,DIST,8.0,0.0,0.0,R,7,70.48459906016565,18.153731424093223
2,DIST,8.0,0.0,0.0,L,8,-49.63461015958984,47.80195226774854
2,DIST,8.0,0.0,0.0,R,8,70.81809329319402,17.663367812212652
2,DIST,8.0,0.0,0.0,L,9,-52.947088790792044,33.164422686961345
2,DIST,8.0,0.0,0.0,R,9,70.36627520900272,18.974927938155933
2,DIST,8.0,0.0,0.0,L,10,-53.737459741784036,30.488952984299214
2,DIST,8.0,0.0,0.0,R,10,71.17650615750537,18.715759433090444
2,DIST,8.0,0.0,0.0,L,11,-53.92363911799952,29.646717868085535
2,DIST,8.0,0.0,0.0,R,11,71.03459997594796,17.967499188867926
2,DIST,8.0,0.0,0.0,L,12,-54.603057958417594,30.18979984752476
2,DIST,8.0,0.0,0.0,R,12,70.85200661685859,18.17846670253512
2,DIST,8.0,0.0,0.0,L,13,-53.76936046519349,30.33898009349063
2,DIST,8.0,0.0,0.0,R,13,71.58165487552871,17.85504842330678
2,DIST,8.0,0.0,0.0,L,14,-53.86297723577416,30.133712073773935
2,DIST,8.0,0.0,0.0,R,14,60.174084957972255,29.308475438361228
2,DIST,8.0,0.0,0.0,L,15,-53.40599234868135,30.387305342818216
2,DIST,8.0,0.0,0.0,R,15,59.33347224647321,32.498615279788574
2,DIST,8.0,0.0,0.0,L,16,-53.46057578490558,30.193494051735506
2,DIST,8.0,0.0,0.0,R,16,59.14375344946919,33.62689538356091
2,DIST,8.0,0.0,0.0,L,17,-53.757518386421594,30.11038936899432
